year,age,sex,value,loc,heading1,heading2,lid
1990,17,3,170.4426723612333,Australia/New Zealand,Aggregates,subregion,
1990,12,3,154.5264818394914,Australia/New Zealand,Aggregates,subregion,
2019,10,2,143.6456666268211,Australia/New Zealand,Aggregates,subregion,
2019,15,1,174.0040117844888,Australia/New Zealand,Aggregates,subregion,
2000,15,2,163.5237660981892,Australia/New Zealand,Aggregates,subregion,
2019,8,2,131.6710705953846,Australia/New Zealand,Aggregates,subregion,
1985,12,1,153.8769653719111,Australia/New Zealand,Aggregates,subregion,
1985,14,3,164.486872942802,Australia/New Zealand,Aggregates,subregion,
2000,14,3,165.205191386053,Australia/New Zealand,Aggregates,subregion,
2019,5,2,113.792010787483,Australia/New Zealand,Aggregates,subregion,
2019,9,1,138.9032605500263,Australia/New Zealand,Aggregates,subregion,
2010,5,3,113.5620969720843,Australia/New Zealand,Aggregates,subregion,
2000,8,3,131.0444473953078,Australia/New Zealand,Aggregates,subregion,
1990,6,3,119.0876248105656,Australia/New Zealand,Aggregates,subregion,
2019,11,2,150.1482619211003,Australia/New Zealand,Aggregates,subregion,
1990,9,2,136.3052142163338,Australia/New Zealand,Aggregates,subregion,
1985,8,2,130.2220095053884,Australia/New Zealand,Aggregates,subregion,
2019,8,1,133.4585783295652,Australia/New Zealand,Aggregates,subregion,
2000,7,1,125.6094324109978,Australia/New Zealand,Aggregates,subregion,
1990,17,1,176.794547532116,Australia/New Zealand,Aggregates,subregion,
1990,11,1,147.9113878949879,Australia/New Zealand,Aggregates,subregion,
2010,9,3,137.155477449148,Australia/New Zealand,Aggregates,subregion,
1985,18,3,170.4213694399809,Australia/New Zealand,Aggregates,subregion,
1990,18,3,170.6430940818724,Australia/New Zealand,Aggregates,subregion,
1990,11,3,148.4739996182651,Australia/New Zealand,Aggregates,subregion,
1990,15,2,163.1120510402392,Australia/New Zealand,Aggregates,subregion,
1985,6,1,119.2523261324634,Australia/New Zealand,Aggregates,subregion,
2000,10,1,142.5823723078417,Australia/New Zealand,Aggregates,subregion,
2000,13,2,159.3754038691406,Australia/New Zealand,Aggregates,subregion,
2019,11,3,149.9502792887591,Australia/New Zealand,Aggregates,subregion,
2000,9,3,136.7946346786926,Australia/New Zealand,Aggregates,subregion,
1985,5,3,112.5091474062825,Australia/New Zealand,Aggregates,subregion,
2010,17,2,164.4683228967325,Australia/New Zealand,Aggregates,subregion,
2010,13,3,160.6117663999129,Australia/New Zealand,Aggregates,subregion,
2000,12,3,154.8509259166788,Australia/New Zealand,Aggregates,subregion,
2010,14,3,165.276809681939,Australia/New Zealand,Aggregates,subregion,
2000,7,2,124.8504712141115,Australia/New Zealand,Aggregates,subregion,
2000,18,1,177.8847165490806,Australia/New Zealand,Aggregates,subregion,
1990,7,3,125.1061337414023,Australia/New Zealand,Aggregates,subregion,
2000,5,1,112.9283072032509,Australia/New Zealand,Aggregates,subregion,
2000,13,3,160.5397594678422,Australia/New Zealand,Aggregates,subregion,
1990,16,1,175.3272902290416,Australia/New Zealand,Aggregates,subregion,
2010,11,2,149.4531144355747,Australia/New Zealand,Aggregates,subregion,
1985,9,1,136.5728555255895,Australia/New Zealand,Aggregates,subregion,
1990,11,2,149.0651257070522,Australia/New Zealand,Aggregates,subregion,
1985,19,2,163.4998325962414,Australia/New Zealand,Aggregates,subregion,
1990,15,3,167.9322789449696,Australia/New Zealand,Aggregates,subregion,
1990,13,3,160.1928045859009,Australia/New Zealand,Aggregates,subregion,
1985,9,3,136.3302437809216,Australia/New Zealand,Aggregates,subregion,
2010,18,2,164.4789870655244,Australia/New Zealand,Aggregates,subregion,
2010,18,1,177.9956447498884,Australia/New Zealand,Aggregates,subregion,
2000,12,2,155.2107256208356,Australia/New Zealand,Aggregates,subregion,
2000,16,2,164.1998605115566,Australia/New Zealand,Aggregates,subregion,
1990,14,3,164.8357921301669,Australia/New Zealand,Aggregates,subregion,
2000,5,3,111.9598782239438,Caribbean,Aggregates,subregion,
2019,18,1,174.0002980408536,Caribbean,Aggregates,subregion,
1985,7,1,122.496866531507,Caribbean,Aggregates,subregion,
1985,6,3,116.7438365796029,Caribbean,Aggregates,subregion,
2019,17,3,167.3495736612071,Caribbean,Aggregates,subregion,
2000,17,1,171.083863702165,Caribbean,Aggregates,subregion,
1990,16,2,158.3910710366019,Caribbean,Aggregates,subregion,
2010,12,1,151.1489294888455,Caribbean,Aggregates,subregion,
2000,6,2,117.3296787855679,Caribbean,Aggregates,subregion,
2010,18,1,172.3964319355003,Caribbean,Aggregates,subregion,
2010,6,3,119.2904119085433,Caribbean,Aggregates,subregion,
2019,18,2,161.0167641086994,Caribbean,Aggregates,subregion,
1985,6,1,117.0516477054872,Caribbean,Aggregates,subregion,
1985,14,3,158.6940999172971,Caribbean,Aggregates,subregion,
2000,14,2,157.6282784178384,Caribbean,Aggregates,subregion,
2010,19,2,160.5921896174438,Caribbean,Aggregates,subregion,
2010,17,3,166.1315915732427,Caribbean,Aggregates,subregion,
1990,9,2,133.1547570521469,Caribbean,Aggregates,subregion,
1990,5,2,110.8653717755413,Caribbean,Aggregates,subregion,
1990,5,1,111.263009348483,Caribbean,Aggregates,subregion,
2019,13,1,159.6533163119836,Caribbean,Aggregates,subregion,
1985,5,1,111.1813081885762,Caribbean,Aggregates,subregion,
1990,11,1,143.3043230659657,Caribbean,Aggregates,subregion,
1985,17,1,169.1790338199394,Caribbean,Aggregates,subregion,
1985,7,2,121.9226305467713,Caribbean,Aggregates,subregion,
2010,12,2,151.8934643058218,Caribbean,Aggregates,subregion,
1985,7,3,122.2139830184889,Caribbean,Aggregates,subregion,
1990,12,1,149.1065921605193,Caribbean,Aggregates,subregion,
2000,11,2,145.7958925962415,Caribbean,Aggregates,subregion,
1990,14,1,161.9688649336121,Caribbean,Aggregates,subregion,
2000,11,1,143.7439352786837,Caribbean,Aggregates,subregion,
2000,8,2,128.2300457405848,Caribbean,Aggregates,subregion,
2019,10,1,142.2568060350696,Caribbean,Aggregates,subregion,
2010,10,1,140.4517886891059,Caribbean,Aggregates,subregion,
1990,9,1,133.172313912009,Caribbean,Aggregates,subregion,
2019,9,2,135.2412406317854,Caribbean,Aggregates,subregion,
2000,19,2,159.9774229526614,Caribbean,Aggregates,subregion,
2019,15,3,165.1880790178248,Caribbean,Aggregates,subregion,
2010,7,1,125.6897953865324,Caribbean,Aggregates,subregion,
1990,10,1,138.1698267364968,Caribbean,Aggregates,subregion,
1985,18,2,157.8931205237436,Caribbean,Aggregates,subregion,
2010,5,3,113.468771044077,Caribbean,Aggregates,subregion,
1985,5,2,110.4984067455132,Caribbean,Aggregates,subregion,
2019,10,3,141.6689983336026,Caribbean,Aggregates,subregion,
2000,15,1,167.0130880650528,Caribbean,Aggregates,subregion,
2019,8,2,129.7816107023837,Caribbean,Aggregates,subregion,
2000,6,1,118.3244655389744,Caribbean,Aggregates,subregion,
2010,9,1,135.6196720203096,Caribbean,Aggregates,subregion,
2010,7,2,123.6667673451107,Caribbean,Aggregates,subregion,
2019,16,2,160.7291779585716,Caribbean,Aggregates,subregion,
1990,10,2,138.9722797787328,Caribbean,Aggregates,subregion,
2019,19,2,161.2827136401172,Caribbean,Aggregates,subregion,
2019,14,2,158.9693749563156,Caribbean,Aggregates,subregion,
1990,6,3,117.0274307335608,Caribbean,Aggregates,subregion,
1990,13,3,155.1566981352087,Caribbean,Aggregates,subregion,
2000,15,3,163.010579845136,Caribbean,Aggregates,subregion,
1990,19,3,164.7394114180588,Caribbean,Aggregates,subregion,
1990,17,3,164.3291061950269,Caribbean,Aggregates,subregion,
2000,7,3,123.2926126315088,Caribbean,Aggregates,subregion,
1990,7,1,122.7785317012754,Caribbean,Aggregates,subregion,
2019,5,2,113.0114270980402,Caribbean,Aggregates,subregion,
2019,5,1,116.1060875218814,Caribbean,Aggregates,subregion,
1990,15,2,157.9840331981242,Caribbean,Aggregates,subregion,
2000,5,2,111.3733583217083,Caribbean,Aggregates,subregion,
1990,18,3,164.5583780785775,Caribbean,Aggregates,subregion,
2000,18,3,165.8164021684526,Caribbean,Aggregates,subregion,
1990,6,2,116.8285187216772,Caribbean,Aggregates,subregion,
2000,18,1,171.7162463928097,Caribbean,Aggregates,subregion,
2019,17,1,173.6124870277215,Caribbean,Aggregates,subregion,
1990,18,2,158.5231686855504,Caribbean,Aggregates,subregion,
1985,16,2,157.7613810066055,Caribbean,Aggregates,subregion,
2000,5,1,112.5278491380823,Caribbean,Aggregates,subregion,
2000,13,2,155.2452413701417,Caribbean,Aggregates,subregion,
2010,12,3,151.5154571932898,Caribbean,Aggregates,subregion,
1985,5,3,110.8450313729892,Caribbean,Aggregates,subregion,
2000,17,3,165.4303586353803,Caribbean,Aggregates,subregion,
2010,7,3,124.6942010506578,Caribbean,Aggregates,subregion,
2010,19,1,172.6596936330967,Caribbean,Aggregates,subregion,
2019,16,3,166.6835440572462,Caribbean,Aggregates,subregion,
2019,6,1,121.8979673125692,Caribbean,Aggregates,subregion,
1990,18,1,170.4271068330218,Caribbean,Aggregates,subregion,
1985,10,1,137.4775846983211,Caribbean,Aggregates,subregion,
2019,8,1,132.3992821494219,Caribbean,Aggregates,subregion,
2000,10,1,138.6603147527746,Caribbean,Aggregates,subregion,
2010,13,2,155.7541721001985,Caribbean,Aggregates,subregion,
2000,10,3,139.1077092460102,Caribbean,Aggregates,subregion,
1990,7,3,122.56700854781,Caribbean,Aggregates,subregion,
1985,19,3,164.0554000621098,Caribbean,Aggregates,subregion,
1985,8,1,127.6334198090819,Caribbean,Aggregates,subregion,
2000,14,3,160.1402419308385,Caribbean,Aggregates,subregion,
2000,12,3,150.43724631096,Caribbean,Aggregates,subregion,
2010,11,3,145.9060989861964,Caribbean,Aggregates,subregion,
1990,12,3,149.8751757570192,Caribbean,Aggregates,subregion,
2000,12,2,151.3539320302933,Caribbean,Aggregates,subregion,
1985,8,3,127.4500831962646,Caribbean,Aggregates,subregion,
1990,17,1,170.0033440528402,Caribbean,Aggregates,subregion,
2010,17,1,171.9333060062094,Caribbean,Aggregates,subregion,
2019,7,3,125.8871710836421,Caribbean,Aggregates,subregion,
2010,14,3,161.0567603915414,Caribbean,Aggregates,subregion,
1985,16,1,167.899880404249,Caribbean,Aggregates,subregion,
2010,8,2,128.9676698904213,Caribbean,Aggregates,subregion,
2000,9,2,133.7114036789223,Caribbean,Aggregates,subregion,
2000,6,3,117.8344459323268,Caribbean,Aggregates,subregion,
1990,13,2,154.50686619076,Caribbean,Aggregates,subregion,
2000,16,3,164.6246546827461,Caribbean,Aggregates,subregion,
2019,15,1,170.0090086199249,Caribbean,Aggregates,subregion,
2010,15,3,163.8528098319192,Caribbean,Aggregates,subregion,
1985,16,3,162.9012251328715,Caribbean,Aggregates,subregion,
1985,15,2,157.3890973922729,Caribbean,Aggregates,subregion,
2000,14,1,162.5786412197157,Caribbean,Aggregates,subregion,
2019,19,3,167.8322167960272,Caribbean,Aggregates,subregion,
2000,19,3,166.1627006399592,Caribbean,Aggregates,subregion,
2010,14,1,163.9071983243826,Caribbean,Aggregates,subregion,
2010,11,1,145.4536753842199,Caribbean,Aggregates,subregion,
1985,19,2,158.038005057742,Caribbean,Aggregates,subregion,
2019,7,1,127.288734239016,Caribbean,Aggregates,subregion,
1985,19,1,169.9593065321851,Caribbean,Aggregates,subregion,
1985,8,2,127.261235684078,Caribbean,Aggregates,subregion,
2019,16,1,172.4622877372077,Caribbean,Aggregates,subregion,
2019,12,3,152.8990387765071,Caribbean,Aggregates,subregion,
2019,12,1,153.0332090127909,Caribbean,Aggregates,subregion,
2010,16,3,165.3952839057745,Caribbean,Aggregates,subregion,
1990,12,2,150.6669621203509,Caribbean,Aggregates,subregion,
2010,6,2,118.1992515896796,Caribbean,Aggregates,subregion,
1990,7,2,122.3492423179394,Caribbean,Aggregates,subregion,
1985,11,1,142.5204118818361,Caribbean,Aggregates,subregion,
1985,9,1,132.5843615009189,Caribbean,Aggregates,subregion,
1985,11,3,143.5883812779564,Caribbean,Aggregates,subregion,
2010,5,1,114.6023401783393,Caribbean,Aggregates,subregion,
1985,18,1,169.6621130332654,Caribbean,Aggregates,subregion,
1990,8,3,127.8888339339711,Caribbean,Aggregates,subregion,
2019,19,1,174.2057936663047,Caribbean,Aggregates,subregion,
2019,6,3,120.4465056703487,Caribbean,Aggregates,subregion,
1985,12,2,150.1787393807885,Caribbean,Aggregates,subregion,
1990,10,3,138.5649493141127,Caribbean,Aggregates,subregion,
2000,15,2,158.8857751357484,Caribbean,Aggregates,subregion,
2019,18,3,167.5991192086466,Caribbean,Aggregates,subregion,
1985,18,3,163.8414255416347,Caribbean,Aggregates,subregion,
1990,8,2,127.7013222459816,Caribbean,Aggregates,subregion,
1990,17,2,158.4875784812566,Caribbean,Aggregates,subregion,
1985,13,2,153.9869045455882,Caribbean,Aggregates,subregion,
2010,8,1,130.7403206943186,Caribbean,Aggregates,subregion,
2019,14,3,162.4263504642423,Caribbean,Aggregates,subregion,
2010,19,3,166.7123025231738,Caribbean,Aggregates,subregion,
1990,16,3,163.6558102748276,Caribbean,Aggregates,subregion,
2000,9,1,133.7546042424429,Caribbean,Aggregates,subregion,
2019,11,1,147.3063075931026,Caribbean,Aggregates,subregion,
2000,9,3,133.7333428420371,Caribbean,Aggregates,subregion,
2019,17,2,160.9021954029677,Caribbean,Aggregates,subregion,
1985,9,2,132.7057975687187,Caribbean,Aggregates,subregion,
2019,13,3,158.1587551551983,Caribbean,Aggregates,subregion,
2000,19,1,172.1604288674122,Caribbean,Aggregates,subregion,
2010,11,2,146.3723080445194,Caribbean,Aggregates,subregion,
2010,13,1,157.7567603171637,Caribbean,Aggregates,subregion,
2010,16,2,159.9342655718231,Caribbean,Aggregates,subregion,
2019,6,2,118.9413680724184,Caribbean,Aggregates,subregion,
1990,13,1,155.7878433917681,Caribbean,Aggregates,subregion,
2019,15,2,160.2177165827748,Caribbean,Aggregates,subregion,
2010,10,2,140.1837739928412,Caribbean,Aggregates,subregion,
1985,13,3,154.4417741712885,Caribbean,Aggregates,subregion,
2010,6,1,120.3464003412515,Caribbean,Aggregates,subregion,
2000,11,3,144.7541992449553,Caribbean,Aggregates,subregion,
1985,13,1,154.8825073701135,Caribbean,Aggregates,subregion,
2010,13,3,156.770986234766,Caribbean,Aggregates,subregion,
2010,15,2,159.3908834671163,Caribbean,Aggregates,subregion,
1985,17,3,163.5855685307651,Caribbean,Aggregates,subregion,
2000,7,1,123.7169418690811,Caribbean,Aggregates,subregion,
2000,16,2,159.3994341816492,Caribbean,Aggregates,subregion,
1985,14,2,156.2656324734636,Caribbean,Aggregates,subregion,
2000,8,1,128.8235567373017,Caribbean,Aggregates,subregion,
2000,12,1,149.5474768064321,Caribbean,Aggregates,subregion,
1990,6,1,117.2207149168544,Caribbean,Aggregates,subregion,
1985,17,2,157.8510510077123,Caribbean,Aggregates,subregion,
1990,14,2,156.8173069111706,Caribbean,Aggregates,subregion,
2000,7,2,122.8552203403302,Caribbean,Aggregates,subregion,
2000,16,1,169.6909265096463,Caribbean,Aggregates,subregion,
2010,14,2,158.1220386990827,Caribbean,Aggregates,subregion,
1985,6,2,116.4268019426014,Caribbean,Aggregates,subregion,
1990,11,3,144.2152126982106,Caribbean,Aggregates,subregion,
1990,9,3,133.1636598541001,Caribbean,Aggregates,subregion,
2019,11,2,147.2436182447031,Caribbean,Aggregates,subregion,
2010,9,3,135.0111605544595,Caribbean,Aggregates,subregion,
2019,14,1,165.7771014886872,Caribbean,Aggregates,subregion,
2010,9,2,134.3841551989649,Caribbean,Aggregates,subregion,
1985,11,2,144.6893042342055,Caribbean,Aggregates,subregion,
2010,18,3,166.4489327790667,Caribbean,Aggregates,subregion,
2010,8,3,129.8675403620318,Caribbean,Aggregates,subregion,
2019,8,3,131.1112932760707,Caribbean,Aggregates,subregion,
2019,13,2,156.6155380263925,Caribbean,Aggregates,subregion,
1990,19,2,158.6624133697359,Caribbean,Aggregates,subregion,
2000,8,3,128.5314367342524,Caribbean,Aggregates,subregion,
2000,18,2,159.7221221302192,Caribbean,Aggregates,subregion,
2010,15,1,168.1975890791762,Caribbean,Aggregates,subregion,
1985,9,3,132.644178212718,Caribbean,Aggregates,subregion,
2019,10,2,141.0616563346979,Caribbean,Aggregates,subregion,
1990,15,3,162.1782035597112,Caribbean,Aggregates,subregion,
1990,11,2,145.1538834654514,Caribbean,Aggregates,subregion,
1985,10,3,137.9898327271504,Caribbean,Aggregates,subregion,
1985,12,1,148.2488838820633,Caribbean,Aggregates,subregion,
1985,15,3,161.4274622931153,Caribbean,Aggregates,subregion,
2000,13,1,156.2887509114623,Caribbean,Aggregates,subregion,
1985,14,1,161.0489857762522,Caribbean,Aggregates,subregion,
2019,11,3,147.2754860614718,Caribbean,Aggregates,subregion,
2019,12,2,152.7603799125222,Caribbean,Aggregates,subregion,
1990,14,3,159.4297290595118,Caribbean,Aggregates,subregion,
2000,10,2,139.5691971439453,Caribbean,Aggregates,subregion,
1985,12,3,149.1985706773633,Caribbean,Aggregates,subregion,
1990,8,1,128.0710894481719,Caribbean,Aggregates,subregion,
1985,15,1,165.3478336041074,Caribbean,Aggregates,subregion,
2000,13,3,155.7746824241339,Caribbean,Aggregates,subregion,
2019,9,3,136.3141234171241,Caribbean,Aggregates,subregion,
1990,16,1,168.7739985212575,Caribbean,Aggregates,subregion,
2019,5,3,114.5869055866669,Caribbean,Aggregates,subregion,
1985,10,2,138.5175133785081,Caribbean,Aggregates,subregion,
2010,17,2,160.1546313354999,Caribbean,Aggregates,subregion,
2019,7,2,124.4370258142263,Caribbean,Aggregates,subregion,
2010,18,2,160.3135384468794,Caribbean,Aggregates,subregion,
1990,19,1,170.658289757204,Caribbean,Aggregates,subregion,
2000,17,2,159.5917440620274,Caribbean,Aggregates,subregion,
2010,10,3,140.319770908409,Caribbean,Aggregates,subregion,
1990,15,1,166.2582016555604,Caribbean,Aggregates,subregion,
2019,9,1,137.3532551220304,Caribbean,Aggregates,subregion,
1990,5,3,111.0670482880846,Caribbean,Aggregates,subregion,
2010,5,2,112.2961140975233,Caribbean,Aggregates,subregion,
2010,16,1,170.709449828844,Caribbean,Aggregates,subregion,
2010,18,2,155.247822596127,Central America,Aggregates,subregion,
2000,19,1,167.3266041960159,Central America,Aggregates,subregion,
1985,7,2,117.751256458744,Central America,Aggregates,subregion,
2010,14,3,157.0638094112054,Central America,Aggregates,subregion,
2019,18,3,162.9637477314081,Central America,Aggregates,subregion,
